tau,recall,fpr,f1,n_smooth,model,median_latency
0.799,0.3438,0.0021,0.5111,0,LR,
0.804,0.3401,0.0021,0.5069,0,LR,
0.809,0.3357,0.0021,0.5021,0,LR,
0.8141,0.3317,0.0021,0.4975,0,LR,
0.8191,0.3275,0.0021,0.4928,0,LR,
0.8241,0.3234,0.0021,0.4881,0,LR,
0.8291,0.3184,0.0021,0.4824,0,LR,
0.8342,0.3123,0.002,0.4754,0,LR,
0.8392,0.3024,0.002,0.4639,0,LR,
0.8442,0.2932,0.002,0.4529,0,LR,
0.8492,0.2846,0.002,0.4426,0,LR,
0.8543,0.277,0.002,0.4333,0,LR,
0.8593,0.2678,0.0019,0.422,0,LR,
0.8643,0.2578,0.0019,0.4095,0,LR,
0.8693,0.2475,0.0019,0.3963,0,LR,
0.8744,0.2364,0.0019,0.382,0,LR,
0.8794,0.2229,0.0019,0.3641,0,LR,
0.8844,0.2084,0.0019,0.3446,0,LR,
0.8894,0.1973,0.0019,0.3292,0,LR,
0.8945,0.1893,0.0019,0.318,0,LR,
0.8995,0.1817,0.0019,0.3072,0,LR,
0.9045,0.1726,0.0018,0.2941,0,LR,
0.9095,0.1656,0.0018,0.2838,0,LR,
0.9146,0.1593,0.0018,0.2745,0,LR,
0.9196,0.1532,0.0018,0.2653,0,LR,
0.9246,0.147,0.0017,0.256,0,LR,
0.9296,0.1402,0.0017,0.2456,0,LR,
0.9347,0.1343,0.0017,0.2365,0,LR,
0.9397,0.1267,0.0017,0.2246,0,LR,
0.9447,0.1203,0.0017,0.2145,0,LR,
0.9497,0.1139,0.0017,0.2042,0,LR,
0.9548,0.1062,0.0017,0.1919,0,LR,
0.9598,0.0995,0.0017,0.1808,0,LR,
0.9648,0.0926,0.0017,0.1693,0,LR,
0.9698,0.0843,0.0016,0.1553,0,LR,
0.9749,0.0754,0.0016,0.14,0,LR,
0.9799,0.0667,0.0016,0.1248,0,LR,
0.9849,0.058,0.0015,0.1095,0,LR,
0.9899,0.0488,0.0015,0.093,0,LR,
0.995,0.0362,0.0013,0.0699,0,LR,
1.0,0.0,0.0,0.0,0,LR,
