Sample     Label        p(atk)   Status     Verdict
58661      attack       0.7508   ATTACK     [TP] Correct
58662      ?            0.7509   ATTACK     [??] No label
58663      attack       0.7507   ATTACK     [TP] Correct
58664      ?            0.7507   ATTACK     [??] No label
58665      attack       0.7506   ATTACK     [TP] Correct
58666      ?            0.7506   ATTACK     [??] No label
58667      attack       0.7503   ATTACK     [TP] Correct
58668      ?            0.7504   ATTACK     [??] No label
58669      attack       0.7503   ATTACK     [TP] Correct
58670      ?            0.7503   ATTACK     [??] No label
58671      attack       0.7503   ATTACK     [TP] Correct
58672      ?            0.7503   ATTACK     [??] No label
58673      attack       0.7349   ATTACK     [TP] Correct
58674      ?            0.7335   ATTACK     [??] No label
58675      attack       0.7281   ATTACK     [TP] Correct
58676      ?            0.7272   ATTACK     [??] No label
58677      attack       0.7289   ATTACK     [TP] Correct
58678      ?            0.7284   ATTACK     [??] No label
58679      attack       0.7370   ATTACK     [TP] Correct
58680      ?            0.7369   ATTACK     [??] No label
58681      attack       0.7471   ATTACK     [TP] Correct
58682      ?            0.7338   ATTACK     [??] No label
58683      attack       0.7325   ATTACK     [TP] Correct
58684      ?            0.7346   ATTACK     [??] No label
58685      attack       0.7331   ATTACK     [TP] Correct
58686      ?            0.7331   ATTACK     [??] No label
58687      attack       0.7390   ATTACK     [TP] Correct
58688      ?            0.7389   ATTACK     [??] No label
58689      attack       0.7535   ATTACK     [TP] Correct
58690      ?            0.7542   ATTACK     [??] No label
58691      attack       0.7541   ATTACK     [TP] Correct
58692      ?            0.7574   ATTACK     [??] No label
58693      attack       0.7514   ATTACK     [TP] Correct
58694      ?            0.7515   ATTACK     [??] No label
58695      attack       0.7511   ATTACK     [TP] Correct
58696      ?            0.7511   ATTACK     [??] No label
58697      attack       0.7508   ATTACK     [TP] Correct
58698      ?            0.7509   ATTACK     [??] No label
58699      attack       0.7510   ATTACK     [TP] Correct
58700      ?            0.7508   ATTACK     [??] No label
58701      attack       0.7506   ATTACK     [TP] Correct
58702      ?            0.7506   ATTACK     [??] No label
58703      attack       0.7507   ATTACK     [TP] Correct
58704      ?            0.7507   ATTACK     [??] No label
58705      attack       0.7509   ATTACK     [TP] Correct
58706      ?            0.7508   ATTACK     [??] No label
58707      attack       0.7511   ATTACK     [TP] Correct
58708      ?            0.7509   ATTACK     [??] No label
58709      attack       0.7512   ATTACK     [TP] Correct
58710      ?            0.7511   ATTACK     [??] No label
58711      attack       0.7513   ATTACK     [TP] Correct
58712      ?            0.7512   ATTACK     [??] No label
58713      attack       0.7513   ATTACK     [TP] Correct
58714      ?            0.7513   ATTACK     [??] No label
58715      attack       0.7514   ATTACK     [TP] Correct
58716      ?            0.7514   ATTACK     [??] No label
58717      attack       0.7512   ATTACK     [TP] Correct
58718      ?            0.7514   ATTACK     [??] No label
58719      attack       0.7511   ATTACK     [TP] Correct
58720      ?            0.7512   ATTACK     [??] No label
58721      attack       0.7511   ATTACK     [TP] Correct
58722      ?            0.7511   ATTACK     [??] No label
58723      attack       0.7507   ATTACK     [TP] Correct
58724      ?            0.6891   ATTACK     [??] No label
58725      attack       0.7180   ATTACK     [TP] Correct
58726      ?            0.7131   ATTACK     [??] No label
58727      attack       0.7193   ATTACK     [TP] Correct
58728      ?            0.7177   ATTACK     [??] No label
58729      attack       0.7241   ATTACK     [TP] Correct
58730      ?            0.7248   ATTACK     [??] No label
58731      attack       0.7319   ATTACK     [TP] Correct
58732      ?            0.7378   ATTACK     [??] No label
58733      attack       0.7452   ATTACK     [TP] Correct
58734      ?            0.7706   ATTACK     [??] No label
58735      attack       0.7610   ATTACK     [TP] Correct
58736      ?            0.7593   ATTACK     [??] No label
58737      attack       0.7602   ATTACK     [TP] Correct
58738      ?            0.7568   ATTACK     [??] No label
58739      attack       0.7584   ATTACK     [TP] Correct
58740      ?            0.7576   ATTACK     [??] No label
58741      attack       0.7578   ATTACK     [TP] Correct
58742      ?            0.7563   ATTACK     [??] No label
58743      attack       0.7568   ATTACK     [TP] Correct
58744      ?            0.6080   ATTACK     [??] No label
58745      attack       0.6680   ATTACK     [TP] Correct
58746      ?            0.6694   ATTACK     [??] No label
58747      attack       0.6669   ATTACK     [TP] Correct
58748      ?            0.6697   ATTACK     [??] No label
58749      attack       0.6657   ATTACK     [TP] Correct
58750      ?            0.6674   ATTACK     [??] No label
58751      attack       0.6652   ATTACK     [TP] Correct
58752      ?            0.6678   ATTACK     [??] No label
58753      attack       0.6647   ATTACK     [TP] Correct
58754      ?            0.7779   ATTACK     [??] No label
58755      attack       0.7611   ATTACK     [TP] Correct
58756      ?            0.7594   ATTACK     [??] No label
58757      attack       0.7604   ATTACK     [TP] Correct
58758      ?            0.7587   ATTACK     [??] No label
58759      attack       0.7597   ATTACK     [TP] Correct
58760      ?            0.7587   ATTACK     [??] No label
58761      attack       0.7595   ATTACK     [TP] Correct
58762      ?            0.7589   ATTACK     [??] No label
58763      attack       0.7594   ATTACK     [TP] Correct
58764      ?            0.7618   ATTACK     [??] No label
58765      attack       0.7608   ATTACK     [TP] Correct
58766      ?            0.7630   ATTACK     [??] No label
58767      attack       0.7619   ATTACK     [TP] Correct
58768      ?            0.7638   ATTACK     [??] No label
58769      attack       0.7628   ATTACK     [TP] Correct
58770      ?            0.7645   ATTACK     [??] No label
58771      attack       0.7636   ATTACK     [TP] Correct
58772      ?            0.7657   ATTACK     [??] No label
58773      attack       0.7647   ATTACK     [TP] Correct
58774      ?            0.7647   ATTACK     [??] No label
58775      attack       0.7645   ATTACK     [TP] Correct
58776      ?            0.7641   ATTACK     [??] No label
58777      attack       0.7642   ATTACK     [TP] Correct
58778      ?            0.7651   ATTACK     [??] No label
58779      attack       0.7646   ATTACK     [TP] Correct
58780      ?            0.7656   ATTACK     [??] No label
58781      attack       0.7651   ATTACK     [TP] Correct
58782      ?            0.7649   ATTACK     [??] No label
58783      attack       0.7650   ATTACK     [TP] Correct
58784      ?            0.7654   ATTACK     [??] No label
58785      attack       0.7653   ATTACK     [TP] Correct
58786      ?            0.7657   ATTACK     [??] No label
58787      attack       0.7657   ATTACK     [TP] Correct
58788      ?            0.7643   ATTACK     [??] No label
58789      attack       0.7651   ATTACK     [TP] Correct
58790      ?            0.7649   ATTACK     [??] No label
58791      attack       0.7652   ATTACK     [TP] Correct
58792      ?            0.7666   ATTACK     [??] No label
58793      attack       0.7660   ATTACK     [TP] Correct
58794      ?            0.7666   ATTACK     [??] No label
58795      attack       0.7663   ATTACK     [TP] Correct
58796      ?            0.7669   ATTACK     [??] No label
58797      attack       0.7664   ATTACK     [TP] Correct
58798      ?            0.7676   ATTACK     [??] No label
58799      attack       0.7669   ATTACK     [TP] Correct
58800      ?            0.7669   ATTACK     [??] No label
58801      attack       0.7667   ATTACK     [TP] Correct
58802      ?            0.7666   ATTACK     [??] No label
58803      attack       0.7664   ATTACK     [TP] Correct
58804      ?            0.7653   ATTACK     [??] No label
58805      attack       0.7658   ATTACK     [TP] Correct
58806      ?            0.7652   ATTACK     [??] No label
58807      attack       0.7656   ATTACK     [TP] Correct
58808      ?            0.7662   ATTACK     [??] No label
58809      attack       0.7661   ATTACK     [TP] Correct
58810      ?            0.7650   ATTACK     [??] No label
58811      attack       0.7657   ATTACK     [TP] Correct
58812      ?            0.7656   ATTACK     [??] No label
58813      attack       0.7659   ATTACK     [TP] Correct
58814      ?            0.7666   ATTACK     [??] No label
58815      attack       0.7665   ATTACK     [TP] Correct
58816      ?            0.7672   ATTACK     [??] No label
58817      attack       0.7668   ATTACK     [TP] Correct
58818      ?            0.7674   ATTACK     [??] No label
58819      attack       0.7669   ATTACK     [TP] Correct
58820      ?            0.7687   ATTACK     [??] No label
58821      attack       0.7682   ATTACK     [TP] Correct
58822      ?            0.7684   ATTACK     [??] No label
58823      attack       0.7683   ATTACK     [TP] Correct
58824      ?            0.7687   ATTACK     [??] No label
58825      attack       0.7684   ATTACK     [TP] Correct
58826      ?            0.7683   ATTACK     [??] No label
58827      attack       0.7684   ATTACK     [TP] Correct
58828      ?            0.7683   ATTACK     [??] No label
58829      attack       0.7250   ATTACK     [TP] Correct
58848      ?            0.7877   ATTACK     [??] No label
58849      attack       0.7549   ATTACK     [TP] Correct
58850      ?            0.7567   ATTACK     [??] No label
58851      attack       0.7560   ATTACK     [TP] Correct
58852      ?            0.7587   ATTACK     [??] No label
58853      attack       0.7572   ATTACK     [TP] Correct
58854      ?            0.7600   ATTACK     [??] No label
58855      attack       0.7587   ATTACK     [TP] Correct
58856      ?            0.7612   ATTACK     [??] No label
58857      attack       0.7597   ATTACK     [TP] Correct
58858      ?            0.7642   ATTACK     [??] No label
58859      attack       0.7625   ATTACK     [TP] Correct
58860      ?            0.7665   ATTACK     [??] No label
58861      attack       0.7650   ATTACK     [TP] Correct
58862      ?            0.7652   ATTACK     [??] No label
58863      attack       0.7650   ATTACK     [TP] Correct
58864      ?            0.7650   ATTACK     [??] No label
58865      attack       0.7650   ATTACK     [TP] Correct
58866      ?            0.7652   ATTACK     [??] No label
58867      attack       0.7652   ATTACK     [TP] Correct
58868      ?            0.7648   ATTACK     [??] No label
58869      attack       0.7649   ATTACK     [TP] Correct
58870      ?            0.7654   ATTACK     [??] No label
58871      attack       0.7652   ATTACK     [TP] Correct
58872      ?            0.7653   ATTACK     [??] No label
58873      attack       0.7653   ATTACK     [TP] Correct
58874      ?            0.7659   ATTACK     [??] No label
58875      attack       0.7655   ATTACK     [TP] Correct
58876      ?            0.7650   ATTACK     [??] No label
58877      attack       0.7651   ATTACK     [TP] Correct
58878      ?            0.7658   ATTACK     [??] No label
58879      attack       0.7654   ATTACK     [TP] Correct
58880      ?            0.7643   ATTACK     [??] No label
58881      attack       0.7646   ATTACK     [TP] Correct
58882      ?            0.7640   ATTACK     [??] No label
58883      attack       0.7643   ATTACK     [TP] Correct
58884      ?            0.7651   ATTACK     [??] No label
58885      attack       0.7647   ATTACK     [TP] Correct
58886      ?            0.7666   ATTACK     [??] No label
58887      attack       0.7655   ATTACK     [TP] Correct
58888      ?            0.5720   ATTACK     [??] No label
58889      attack       0.6458   ATTACK     [TP] Correct
58890      ?            0.6250   ATTACK     [??] No label
58891      attack       0.6456   ATTACK     [TP] Correct
58892      ?            0.6290   ATTACK     [??] No label
58893      attack       0.6479   ATTACK     [TP] Correct
58894      ?            0.6322   ATTACK     [??] No label
58895      attack       0.6516   ATTACK     [TP] Correct
58896      ?            0.6362   ATTACK     [??] No label
58897      attack       0.6577   ATTACK     [TP] Correct
58898      ?            0.7598   ATTACK     [??] No label
58899      attack       0.7373   ATTACK     [TP] Correct
58900      ?            0.7414   ATTACK     [??] No label
58901      attack       0.7396   ATTACK     [TP] Correct
58902      ?            0.7408   ATTACK     [??] No label
58903      attack       0.7403   ATTACK     [TP] Correct
58904      ?            0.7412   ATTACK     [??] No label
58905      attack       0.7408   ATTACK     [TP] Correct
58906      ?            0.7408   ATTACK     [??] No label
58907      attack       0.7408   ATTACK     [TP] Correct
58908      ?            0.7395   ATTACK     [??] No label
58909      attack       0.7401   ATTACK     [TP] Correct
58910      ?            0.7417   ATTACK     [??] No label
58911      attack       0.7409   ATTACK     [TP] Correct
58912      ?            0.7396   ATTACK     [??] No label
58913      attack       0.7403   ATTACK     [TP] Correct
58914      ?            0.7405   ATTACK     [??] No label
58915      attack       0.7406   ATTACK     [TP] Correct
58916      ?            0.7418   ATTACK     [??] No label
58917      attack       0.7412   ATTACK     [TP] Correct
58918      ?            0.7417   ATTACK     [??] No label
58919      attack       0.7416   ATTACK     [TP] Correct
58920      ?            0.7415   ATTACK     [??] No label
58921      attack       0.7417   ATTACK     [TP] Correct
58922      ?            0.7433   ATTACK     [??] No label
58923      attack       0.7424   ATTACK     [TP] Correct
58924      ?            0.7403   ATTACK     [??] No label
58925      attack       0.7411   ATTACK     [TP] Correct
58926      ?            0.7427   ATTACK     [??] No label
58927      attack       0.7421   ATTACK     [TP] Correct
58928      ?            0.7438   ATTACK     [??] No label
58929      attack       0.7433   ATTACK     [TP] Correct
58930      ?            0.7415   ATTACK     [??] No label
58931      attack       0.7425   ATTACK     [TP] Correct
58932      ?            0.7389   ATTACK     [??] No label
58933      attack       0.7405   ATTACK     [TP] Correct
58934      ?            0.7407   ATTACK     [??] No label
58935      attack       0.7407   ATTACK     [TP] Correct
58936      ?            0.7384   ATTACK     [??] No label
58937      attack       0.7395   ATTACK     [TP] Correct
58938      ?            0.7386   ATTACK     [??] No label
58939      attack       0.7390   ATTACK     [TP] Correct
58940      ?            0.7377   ATTACK     [??] No label
58941      attack       0.7384   ATTACK     [TP] Correct
58942      ?            0.7402   ATTACK     [??] No label
58943      attack       0.7394   ATTACK     [TP] Correct
58944      ?            0.7413   ATTACK     [??] No label
58945      attack       0.7404   ATTACK     [TP] Correct
58946      ?            0.7418   ATTACK     [??] No label
58947      attack       0.7412   ATTACK     [TP] Correct
58948      ?            0.7402   ATTACK     [??] No label
58949      attack       0.7407   ATTACK     [TP] Correct
58950      ?            0.7400   ATTACK     [??] No label
58951      attack       0.7404   ATTACK     [TP] Correct
58952      ?            0.7414   ATTACK     [??] No label
58953      attack       0.7411   ATTACK     [TP] Correct
58954      ?            0.7421   ATTACK     [??] No label
58955      attack       0.7416   ATTACK     [TP] Correct
58956      ?            0.7409   ATTACK     [??] No label
58957      attack       0.7412   ATTACK     [TP] Correct
58958      ?            0.7442   ATTACK     [??] No label
58959      attack       0.7428   ATTACK     [TP] Correct
58960      ?            0.7441   ATTACK     [??] No label
58961      attack       0.7435   ATTACK     [TP] Correct
58962      ?            0.7437   ATTACK     [??] No label
58963      attack       0.7436   ATTACK     [TP] Correct
58964      ?            0.7420   ATTACK     [??] No label
58965      attack       0.7428   ATTACK     [TP] Correct
58966      ?            0.7451   ATTACK     [??] No label
58967      attack       0.7439   ATTACK     [TP] Correct
58968      ?            0.7438   ATTACK     [??] No label
58969      attack       0.7438   ATTACK     [TP] Correct
58970      ?            0.7453   ATTACK     [??] No label
58971      attack       0.7445   ATTACK     [TP] Correct
58972      ?            0.7448   ATTACK     [??] No label
58973      attack       0.7446   ATTACK     [TP] Correct
58974      ?            0.7452   ATTACK     [??] No label
58975      attack       0.7448   ATTACK     [TP] Correct
58976      ?            0.7392   ATTACK     [??] No label
58977      attack       0.7414   ATTACK     [TP] Correct
58978      ?            0.7406   ATTACK     [??] No label
58979      attack       0.7408   ATTACK     [TP] Correct
58980      ?            0.7410   ATTACK     [??] No label
58981      attack       0.7409   ATTACK     [TP] Correct
58982      ?            0.7436   ATTACK     [??] No label
58983      attack       0.7423   ATTACK     [TP] Correct
58984      ?            0.7423   ATTACK     [??] No label
58985      attack       0.7061   ATTACK     [TP] Correct
58986      ?            0.7107   ATTACK     [??] No label
58987      attack       0.6766   ATTACK     [TP] Correct
58988      ?            0.6721   ATTACK     [??] No label
58989      attack       0.6474   ATTACK     [TP] Correct
58990      ?            0.6431   ATTACK     [??] No label
58991      attack       0.6339   ATTACK     [TP] Correct
58992      ?            0.6258   ATTACK     [??] No label
58993      attack       0.6278   ATTACK     [TP] Correct
58994      ?            0.5967   ATTACK     [??] No label
58995      attack       0.6309   ATTACK     [TP] Correct
58996      ?            0.6342   ATTACK     [??] No label
58997      attack       0.6623   ATTACK     [TP] Correct
58998      ?            0.6676   ATTACK     [??] No label
58999      attack       0.7042   ATTACK     [TP] Correct
59000      ?            0.7090   ATTACK     [??] No label
59001      attack       0.7325   ATTACK     [TP] Correct
59002      ?            0.7314   ATTACK     [??] No label
59003      attack       0.7321   ATTACK     [TP] Correct
59004      ?            0.7508   ATTACK     [??] No label
59005      attack       0.7440   ATTACK     [TP] Correct
59006      ?            0.7432   ATTACK     [??] No label
59007      attack       0.7436   ATTACK     [TP] Correct
59008      ?            0.7432   ATTACK     [??] No label
59009      attack       0.7434   ATTACK     [TP] Correct
59010      ?            0.7400   ATTACK     [??] No label
59011      attack       0.7416   ATTACK     [TP] Correct
59012      ?            0.7415   ATTACK     [??] No label
59013      attack       0.7415   ATTACK     [TP] Correct
59014      ?            0.7438   ATTACK     [??] No label
59015      attack       0.7426   ATTACK     [TP] Correct
59016      ?            0.7435   ATTACK     [??] No label
59017      attack       0.7431   ATTACK     [TP] Correct
59018      ?            0.7437   ATTACK     [??] No label
59019      attack       0.7434   ATTACK     [TP] Correct
59020      ?            0.7444   ATTACK     [??] No label
59021      attack       0.7440   ATTACK     [TP] Correct
59022      ?            0.7441   ATTACK     [??] No label
59023      attack       0.7441   ATTACK     [TP] Correct
59024      ?            0.7410   ATTACK     [??] No label
59025      attack       0.7425   ATTACK     [TP] Correct
59026      ?            0.7432   ATTACK     [??] No label
59027      attack       0.7429   ATTACK     [TP] Correct
59028      ?            0.7404   ATTACK     [??] No label
59029      attack       0.7415   ATTACK     [TP] Correct
59030      ?            0.7398   ATTACK     [??] No label
59031      attack       0.7404   ATTACK     [TP] Correct
59032      ?            0.7399   ATTACK     [??] No label
59033      attack       0.7400   ATTACK     [TP] Correct
59034      ?            0.7413   ATTACK     [??] No label
59035      attack       0.7405   ATTACK     [TP] Correct
59036      ?            0.7149   ATTACK     [??] No label
59037      attack       0.7239   ATTACK     [TP] Correct
59038      ?            0.7298   ATTACK     [??] No label
59039      attack       0.7233   ATTACK     [TP] Correct
59040      ?            0.7304   ATTACK     [??] No label
59041      attack       0.7236   ATTACK     [TP] Correct
59042      ?            0.7318   ATTACK     [??] No label
59043      attack       0.7244   ATTACK     [TP] Correct
59044      ?            0.7312   ATTACK     [??] No label
59045      attack       0.7249   ATTACK     [TP] Correct
59046      ?            0.7665   ATTACK     [??] No label
59047      attack       0.7527   ATTACK     [TP] Correct
59048      ?            0.7529   ATTACK     [??] No label
59049      attack       0.7527   ATTACK     [TP] Correct
59050      ?            0.7569   ATTACK     [??] No label
59051      attack       0.7546   ATTACK     [TP] Correct
59052      ?            0.7573   ATTACK     [??] No label
59053      attack       0.7558   ATTACK     [TP] Correct
59054      ?            0.7585   ATTACK     [??] No label
59055      attack       0.7570   ATTACK     [TP] Correct
59056      ?            0.6016   ATTACK     [??] No label
59057      attack       0.6613   ATTACK     [TP] Correct
59058      ?            0.6622   ATTACK     [??] No label
59059      attack       0.6612   ATTACK     [TP] Correct
59060      ?            0.6586   ATTACK     [??] No label
59061      attack       0.6619   ATTACK     [TP] Correct
59062      ?            0.6600   ATTACK     [??] No label
59063      attack       0.6625   ATTACK     [TP] Correct
59064      ?            0.6620   ATTACK     [??] No label
59065      attack       0.6628   ATTACK     [TP] Correct
59066      ?            0.7769   ATTACK     [??] No label
59067      attack       0.7555   ATTACK     [TP] Correct
59068      ?            0.7558   ATTACK     [??] No label
59069      attack       0.7558   ATTACK     [TP] Correct
59070      ?            0.7586   ATTACK     [??] No label
59071      attack       0.7572   ATTACK     [TP] Correct
59072      ?            0.7591   ATTACK     [??] No label
59073      attack       0.7582   ATTACK     [TP] Correct
59074      ?            0.7597   ATTACK     [??] No label
59075      attack       0.7588   ATTACK     [TP] Correct
59076      ?            0.7621   ATTACK     [??] No label
59077      attack       0.7607   ATTACK     [TP] Correct
59078      ?            0.7650   ATTACK     [??] No label
59079      attack       0.7633   ATTACK     [TP] Correct
59080      ?            0.7625   ATTACK     [??] No label
59081      attack       0.7628   ATTACK     [TP] Correct
59082      ?            0.7647   ATTACK     [??] No label
59083      attack       0.7638   ATTACK     [TP] Correct
59084      ?            0.7640   ATTACK     [??] No label
59085      attack       0.7640   ATTACK     [TP] Correct
59086      ?            0.7634   ATTACK     [??] No label
59087      attack       0.7636   ATTACK     [TP] Correct
59088      ?            0.7644   ATTACK     [??] No label
59089      attack       0.7641   ATTACK     [TP] Correct
59090      ?            0.7645   ATTACK     [??] No label
59091      attack       0.7644   ATTACK     [TP] Correct
59092      ?            0.7635   ATTACK     [??] No label
59093      attack       0.7641   ATTACK     [TP] Correct
59094      ?            0.7635   ATTACK     [??] No label
59095      attack       0.7640   ATTACK     [TP] Correct
59096      ?            0.7646   ATTACK     [??] No label
59097      attack       0.7646   ATTACK     [TP] Correct
59098      ?            0.7651   ATTACK     [??] No label
59099      attack       0.7650   ATTACK     [TP] Correct
59100      ?            0.7655   ATTACK     [??] No label
59101      attack       0.7654   ATTACK     [TP] Correct
59102      ?            0.7660   ATTACK     [??] No label
59103      attack       0.7657   ATTACK     [TP] Correct
59104      ?            0.7664   ATTACK     [??] No label
59105      attack       0.7661   ATTACK     [TP] Correct
59106      ?            0.7645   ATTACK     [??] No label
59107      attack       0.7651   ATTACK     [TP] Correct
59108      ?            0.7658   ATTACK     [??] No label
59109      attack       0.7654   ATTACK     [TP] Correct
59110      ?            0.7653   ATTACK     [??] No label
59111      attack       0.7654   ATTACK     [TP] Correct
59112      ?            0.7658   ATTACK     [??] No label
59113      attack       0.7656   ATTACK     [TP] Correct
59114      ?            0.7655   ATTACK     [??] No label
59115      attack       0.7655   ATTACK     [TP] Correct
59116      ?            0.7665   ATTACK     [??] No label
59117      attack       0.7661   ATTACK     [TP] Correct
59118      ?            0.7648   ATTACK     [??] No label
59119      attack       0.7654   ATTACK     [TP] Correct
59120      ?            0.7649   ATTACK     [??] No label
59121      attack       0.7650   ATTACK     [TP] Correct
59122      ?            0.7646   ATTACK     [??] No label
59123      attack       0.7646   ATTACK     [TP] Correct
59124      ?            0.7648   ATTACK     [??] No label
59125      attack       0.7646   ATTACK     [TP] Correct
59126      ?            0.7639   ATTACK     [??] No label
59127      attack       0.7642   ATTACK     [TP] Correct
59128      ?            0.7656   ATTACK     [??] No label
59129      attack       0.7648   ATTACK     [TP] Correct
59130      ?            0.7665   ATTACK     [??] No label
59131      attack       0.7657   ATTACK     [TP] Correct
59132      ?            0.7658   ATTACK     [??] No label
59133      attack       0.7657   ATTACK     [TP] Correct
59134      ?            0.7659   ATTACK     [??] No label
59135      attack       0.7658   ATTACK     [TP] Correct
59136      ?            0.7674   ATTACK     [??] No label
59137      attack       0.7667   ATTACK     [TP] Correct
59138      ?            0.7654   ATTACK     [??] No label
59139      attack       0.7660   ATTACK     [TP] Correct
59140      ?            0.7661   ATTACK     [??] No label
59141      attack       0.7231   ATTACK     [TP] Correct
59150      ?            0.0000   BENIGN     [??] No label
59158      ?            0.7895   ATTACK     [??] No label
59159      attack       0.7551   ATTACK     [TP] Correct
59160      ?            0.7636   ATTACK     [??] No label
59161      attack       0.7604   ATTACK     [TP] Correct
59162      ?            0.7638   ATTACK     [??] No label
59163      attack       0.7621   ATTACK     [TP] Correct
59164      ?            0.7668   ATTACK     [??] No label
59165      attack       0.7651   ATTACK     [TP] Correct
59166      ?            0.7636   ATTACK     [??] No label
59167      attack       0.7643   ATTACK     [TP] Correct
59168      ?            0.7642   ATTACK     [??] No label
59169      attack       0.7643   ATTACK     [TP] Correct
59170      ?            0.7651   ATTACK     [??] No label
59171      attack       0.7647   ATTACK     [TP] Correct
59172      ?            0.7645   ATTACK     [??] No label
59173      attack       0.7646   ATTACK     [TP] Correct
59174      ?            0.7651   ATTACK     [??] No label
59175      attack       0.7649   ATTACK     [TP] Correct
59176      ?            0.7657   ATTACK     [??] No label
59177      attack       0.7653   ATTACK     [TP] Correct
59178      ?            0.7652   ATTACK     [??] No label
59179      attack       0.7653   ATTACK     [TP] Correct
59180      ?            0.7658   ATTACK     [??] No label
59181      attack       0.7656   ATTACK     [TP] Correct
59182      ?            0.7655   ATTACK     [??] No label
59183      attack       0.7655   ATTACK     [TP] Correct
59184      ?            0.7659   ATTACK     [??] No label
59185      attack       0.7657   ATTACK     [TP] Correct
59186      ?            0.7648   ATTACK     [??] No label
59187      attack       0.7652   ATTACK     [TP] Correct
59188      ?            0.7657   ATTACK     [??] No label
59189      attack       0.7655   ATTACK     [TP] Correct
59190      ?            0.7644   ATTACK     [??] No label
59191      attack       0.7649   ATTACK     [TP] Correct
59192      ?            0.7644   ATTACK     [??] No label
59193      attack       0.7647   ATTACK     [TP] Correct
59194      ?            0.7647   ATTACK     [??] No label
59195      attack       0.7648   ATTACK     [TP] Correct
59196      ?            0.7668   ATTACK     [??] No label
59197      attack       0.7658   ATTACK     [TP] Correct
59198      ?            0.5561   ATTACK     [??] No label
59199      attack       0.6345   ATTACK     [TP] Correct
59200      ?            0.6011   ATTACK     [??] No label
59201      attack       0.6282   ATTACK     [TP] Correct
59202      ?            0.6259   ATTACK     [??] No label
59203      attack       0.6286   ATTACK     [TP] Correct
59204      ?            0.6252   ATTACK     [??] No label
59205      attack       0.6293   ATTACK     [TP] Correct
59206      ?            0.6231   ATTACK     [??] No label
59207      attack       0.6316   ATTACK     [TP] Correct
59208      ?            0.7610   ATTACK     [??] No label
59209      attack       0.7307   ATTACK     [TP] Correct
59210      ?            0.7612   ATTACK     [??] No label
59211      attack       0.7519   ATTACK     [TP] Correct
59212      ?            0.7511   ATTACK     [??] No label
59213      attack       0.7515   ATTACK     [TP] Correct
59214      ?            0.7515   ATTACK     [??] No label
59215      attack       0.7516   ATTACK     [TP] Correct
59216      ?            0.7555   ATTACK     [??] No label
59217      attack       0.7537   ATTACK     [TP] Correct
59218      ?            0.7559   ATTACK     [??] No label
59219      attack       0.7548   ATTACK     [TP] Correct
59220      ?            0.7573   ATTACK     [??] No label
59221      attack       0.7563   ATTACK     [TP] Correct
59222      ?            0.7576   ATTACK     [??] No label
59223      attack       0.7572   ATTACK     [TP] Correct
59224      ?            0.7587   ATTACK     [??] No label
59225      attack       0.7582   ATTACK     [TP] Correct
59226      ?            0.7573   ATTACK     [??] No label
59227      attack       0.7579   ATTACK     [TP] Correct
59228      ?            0.7578   ATTACK     [??] No label
59229      attack       0.7580   ATTACK     [TP] Correct
59230      ?            0.7578   ATTACK     [??] No label
59231      attack       0.7579   ATTACK     [TP] Correct
59232      ?            0.7578   ATTACK     [??] No label
59233      attack       0.7577   ATTACK     [TP] Correct
59234      ?            0.7584   ATTACK     [??] No label
59235      attack       0.7579   ATTACK     [TP] Correct
59236      ?            0.7594   ATTACK     [??] No label
59237      attack       0.7586   ATTACK     [TP] Correct
59238      ?            0.7583   ATTACK     [??] No label
59239      attack       0.7583   ATTACK     [TP] Correct
59240      ?            0.7582   ATTACK     [??] No label
59241      attack       0.7582   ATTACK     [TP] Correct
59242      ?            0.7581   ATTACK     [??] No label
59243      attack       0.7581   ATTACK     [TP] Correct
59244      ?            0.7569   ATTACK     [??] No label
59245      attack       0.7575   ATTACK     [TP] Correct
59246      ?            0.7572   ATTACK     [??] No label
59247      attack       0.7574   ATTACK     [TP] Correct
59248      ?            0.7576   ATTACK     [??] No label
59249      attack       0.7575   ATTACK     [TP] Correct
59250      ?            0.7577   ATTACK     [??] No label
59251      attack       0.7575   ATTACK     [TP] Correct
59252      ?            0.7580   ATTACK     [??] No label
59253      attack       0.7577   ATTACK     [TP] Correct
59254      ?            0.7582   ATTACK     [??] No label
59255      attack       0.7580   ATTACK     [TP] Correct
59256      ?            0.7587   ATTACK     [??] No label
59257      attack       0.7584   ATTACK     [TP] Correct
59258      ?            0.7574   ATTACK     [??] No label
59259      attack       0.7578   ATTACK     [TP] Correct
59260      ?            0.7578   ATTACK     [??] No label
59261      attack       0.7578   ATTACK     [TP] Correct
59262      ?            0.7577   ATTACK     [??] No label
59263      attack       0.7577   ATTACK     [TP] Correct
59264      ?            0.7581   ATTACK     [??] No label
59265      attack       0.7579   ATTACK     [TP] Correct
59266      ?            0.7577   ATTACK     [??] No label
59267      attack       0.7578   ATTACK     [TP] Correct
59268      ?            0.7585   ATTACK     [??] No label
59269      attack       0.7582   ATTACK     [TP] Correct
59270      ?            0.7580   ATTACK     [??] No label
59271      attack       0.7583   ATTACK     [TP] Correct
59272      ?            0.7586   ATTACK     [??] No label
59273      attack       0.7585   ATTACK     [TP] Correct
59274      ?            0.7585   ATTACK     [??] No label
59275      attack       0.7584   ATTACK     [TP] Correct
